,lq,ss,emp,ind,state,county
0,8.584314075805985,0.23889529972519385,4084,2,Ohio,Adams
1,0.40094325020333965,-3.9498247755057925,2552,3,Ohio,Adams
2,3.872427904634435,-7.14767953289297,2940,1,Ohio,Adams
3,11.445359195208747,-3.2490193166601977,2441,3,Ohio,Adams
4,9.205347940899806,-7.398044493210271,2483,5,Ohio,Adams
5,-7.8636672792584665,2.297559721376453,1625,3,Ohio,Adams
6,3.7005305051535364,8.965944808790631,4868,1,Ohio,Adams
7,-2.908143249786187,3.0474206541214297,2753,5,Ohio,Adams
8,-2.619313110761347,-2.1249517577316475,1103,4,Ohio,Adams
9,0.46359101163023375,-0.9331739695884618,3835,5,Ohio,Adams
10,-1.135738573034732,3.615678676584576,2254,5,Ohio,Adams
11,6.72564104177785,-3.403660145666868,3012,1,Ohio,Adams
12,2.5662263508819603,-0.46825093159039,4626,1,Ohio,Adams
13,-1.2699499010430295,-9.679897709346358,1694,3,Ohio,Adams
14,0.6631793964725539,-5.466235505980418,4486,5,Ohio,Adams
15,0.002045964245600995,-3.277472022625165,2076,4,Ohio,Adams
16,6.964474438945636,1.5450668004260728,1203,5,Ohio,Adams
17,-3.230949582594805,-4.070596918568002,2356,3,Ohio,Adams
18,-0.12159379009459181,1.4739179333143424,3540,5,Ohio,Adams
19,-7.124574435810349,-0.267355119377258,1890,1,Ohio,Adams
20,-17.317938895004474,6.437405091976983,2568,4,Ohio,Adams
21,1.9217115726421636,-5.302058539698107,4611,5,Ohio,Adams
22,3.1866171931570344,-9.076878843378346,1300,4,Ohio,Adams
23,-6.452990122438652,-10.749857831063437,1303,3,Ohio,Adams
24,11.618527743925647,-1.594254039543158,4310,3,Ohio,Adams
25,-10.726194047592589,3.604605846443942,3094,3,Ohio,Adams
26,-1.7254488961913235,-0.258706466406457,2233,2,Ohio,Adams
27,-3.1231031001550016,1.633843704686992,2870,2,Ohio,Adams
28,7.196675286150745,-1.198144407580695,3415,5,Ohio,Adams
29,6.816152619401709,-0.05040460191041085,2347,3,Ohio,Adams
30,-1.0703154458185022,-7.046321292566159,4185,3,Ohio,Adams
31,0.26897511761304127,6.729481330656381,4128,2,Ohio,Adams
32,-7.326714485780677,0.9296881360874161,4835,1,Ohio,Adams
33,-13.884778809343562,-6.263132195937754,4137,3,Ohio,Adams
34,-4.087472895956916,-8.854460250654132,3638,5,Ohio,Adams
35,-1.0619061853761198,1.132272735374221,2189,2,Ohio,Adams
36,5.381744084366325,-1.4372928679180625,4907,5,Ohio,Adams
37,5.214279092706468,-2.1327336778166712,4069,1,Ohio,Adams
38,-4.323960904447714,4.734975381637539,1154,2,Ohio,Adams
39,-3.8138165034520135,-3.274468961398134,1037,3,Ohio,Adams
40,-8.291317790402555,-4.399385852052866,1976,5,Ohio,Adams
41,-10.520107623073851,1.8977859870842564,3425,1,Ohio,Adams
42,-12.237621143750076,1.4235933919049844,4096,5,Ohio,Adams
43,9.704652371390738,-6.161033923570102,2607,5,Ohio,Adams
44,-5.0579130905099206,2.1577324258672577,4056,4,Ohio,Adams
45,-4.628445809667118,6.8436549772578665,4146,4,Ohio,Adams
46,-9.516772160299556,-2.342159235776248,4958,4,Ohio,Adams
47,2.6649421349914606,-3.430448741351105,1489,4,Ohio,Adams
48,-11.683387085347709,-3.908967524151365,1829,1,Ohio,Adams
49,-3.276441681283812,2.405634684689516,2243,4,Ohio,Adams
50,-7.372799367162054,2.553666320739077,2919,3,Ohio,Adams
51,0.32141498715557226,-5.445293245646945,4410,4,Ohio,Adams
52,-5.064830825413238,3.5513774602062282,4655,5,Ohio,Adams
53,-9.083793104734472,4.102197117642115,3827,3,Ohio,Adams
54,-2.1690933700319293,0.17839764706947614,4937,4,Ohio,Adams
55,0.5699912231825062,-9.742718105845043,3216,5,Ohio,Adams
56,-1.6008966657009926,2.169509811979502,2739,1,Ohio,Adams
57,-0.18516861356131153,-7.500165691326365,4791,5,Ohio,Adams
58,-5.805932562085782,1.9593228713924993,2037,2,Ohio,Adams
59,-4.176446995922829,3.057076430608701,3318,1,Ohio,Adams
60,-6.034762686655706,2.8328324011168666,4586,5,Ohio,Adams
61,-4.1573189692432475,-11.461483703040527,3662,2,Ohio,Adams
62,-6.878877692266724,-3.9125233110132847,3703,4,Ohio,Adams
63,-12.35769561399006,1.9699938687599596,1525,2,Ohio,Adams
64,-0.9354431464774831,-1.3285758404658587,4048,5,Ohio,Adams
65,-4.410685617249571,-7.099607491857235,1425,1,Ohio,Adams
66,-11.781190081796268,-2.75271620593872,1650,1,Ohio,Adams
67,0.7766935331546452,-1.0215666354793949,2952,3,Ohio,Adams
68,-7.443790186299453,-7.848339448153631,4822,2,Ohio,Adams
69,-1.6883276252231663,5.822345209947235,1039,2,Ohio,Adams
70,2.3745433730652215,2.2447594510499136,1039,5,Ohio,Adams
71,-1.226102535455536,-0.4025563505882559,2045,3,Ohio,Adams
72,4.8364041072598045,-3.9418227260433447,1430,3,Ohio,Adams
73,-9.408954922121916,-2.251866109332096,4701,3,Ohio,Adams
74,0.4140498470652938,-3.613664857381057,1149,3,Ohio,Adams
75,-6.108860545641879,-4.964902947980347,3005,4,Ohio,Adams
76,-7.224782895091291,-0.40413447720564866,2845,2,Ohio,Adams
77,-5.473097988586493,3.413294403580598,2127,1,Ohio,Adams
78,-3.869315192764236,-1.7601951943258582,4284,1,Ohio,Adams
79,-1.6630079466215273,-2.6490555226548462,1241,4,Ohio,Adams
80,-8.99089904470014,-0.2855192046962536,2356,3,Ohio,Adams
81,3.4049589217251226,2.1267246119075565,4440,4,Ohio,Adams
82,0.7939746383827591,-3.09856161026207,3767,2,Ohio,Adams
83,-11.217462117663342,-6.524386791632289,4562,5,Ohio,Adams
84,6.929513162773599,2.7819047341607086,3795,2,Ohio,Adams
85,9.375335056183498,-6.4467643197829725,2596,5,Ohio,Adams
86,5.072677426957904,1.1399505258130613,1067,3,Ohio,Adams
87,-3.0795490148741056,-1.3838371896314494,4916,1,Ohio,Adams
88,-8.424515729063256,-4.585627534368189,4077,2,Ohio,Adams
89,4.326710361586819,4.548725743095656,1938,2,Ohio,Adams
90,-4.419061681839078,2.9895722458884078,3214,1,Ohio,Adams
91,5.334670422294565,1.3058705495567038,1111,5,Ohio,Adams
92,-0.7503501315388381,0.7600033539428952,3200,3,Ohio,Adams
93,3.859834218902277,0.9018804179273374,1255,2,Ohio,Adams
94,0.13819838304641152,-4.934309343098308,2891,4,Ohio,Adams
95,2.239439009151689,-3.2479748473306,3591,2,Ohio,Adams
96,-1.936999875675077,-7.564012877718276,1851,1,Ohio,Adams
97,8.71522296343501,0.16913094816951557,1627,4,Ohio,Adams
98,-1.2385274437782805,4.73241956427231,1987,2,Ohio,Adams
99,0.41193618066821003,-2.5348452058499884,2552,3,Ohio,Adams
100,9.298904182337527,-0.050029630714679585,4787,1,Ohio,Adams
101,-10.086554366854678,-3.1310206663639573,1104,4,Ohio,Adams
102,-9.622909990914401,-2.8847193713726593,4837,4,Ohio,Adams
103,3.816380248948067,-2.3603381167337374,4967,3,Ohio,Adams
104,-9.03874043068496,-6.852822656247887,2560,1,Ohio,Adams
105,9.661727113895756,3.554393022830162,4824,2,Ohio,Adams
106,-4.481713884558484,-1.020099318910585,2004,1,Ohio,Adams
107,-6.484728868644547,2.886350788795184,1107,3,Ohio,Adams
108,9.537652158882308,0.20936489471061415,1083,5,Ohio,Adams
109,6.883088748606546,-4.2249428250356305,1814,3,Ohio,Adams
110,9.205353762559419,-2.267647791673531,4732,1,Ohio,Adams
111,3.4362679496523114,-7.347460810945729,2064,5,Ohio,Adams
112,-7.1673541103282155,2.154748336354226,3309,5,Ohio,Adams
113,9.460389718594202,-0.4511009029745585,3954,5,Ohio,Adams
114,-3.608020225708282,-4.140722100907616,1115,4,Ohio,Adams
115,2.814738374778371,-7.026280842477293,2046,2,Ohio,Adams
116,3.683511806642488,-3.30563934620504,2054,3,Ohio,Adams
117,-2.930060558545005,-5.429153688112371,4299,1,Ohio,Adams
118,1.6844762220764817,-0.45886987408734814,3087,3,Ohio,Adams
119,3.5332400293991606,-5.211110464396042,3474,4,Ohio,Adams
120,0.2585531869337765,7.209173699948673,4921,3,Ohio,Adams
121,-8.596404743505166,2.9412356777040194,2411,4,Ohio,Adams
122,-0.21057095476366428,-2.4913604717382523,1432,4,Ohio,Adams
123,5.9583153801221815,-6.944943210690614,1419,1,Ohio,Adams
124,-6.167407158388193,-1.4466455077655065,1578,5,Ohio,Adams
125,-2.8978072419660243,-8.838461420932614,2008,4,Ohio,Adams
126,-4.610921310329825,3.2428049936231274,2156,3,Ohio,Adams
127,9.095582370876052,2.1651917905545623,1184,1,Ohio,Adams
128,2.033768542074613,4.794578978387319,2508,3,Ohio,Adams
129,0.4447710174466626,-3.2266180354605933,2172,2,Ohio,Adams
130,-6.619496446671898,2.222257397629933,4121,1,Ohio,Adams
131,1.2354951477509033,4.536163797740639,1317,4,Ohio,Adams
132,-6.045995963944256,-2.7426587849679698,2556,3,Ohio,Adams
133,-1.809016650353893,-3.9353673291205102,1349,3,Ohio,Adams
134,-5.815076470273286,4.392452756558044,1504,1,Ohio,Adams
135,2.058599769678999,-0.4180942943804924,2231,4,Ohio,Adams
136,1.4595448996896456,0.7011915396360782,1428,2,Ohio,Adams
137,-3.249792533467969,-1.3521592879678637,3514,1,Ohio,Adams
138,0.37604027596987155,-5.9938938955520245,2068,1,Ohio,Adams
139,-8.558369052383036,3.4183888871587946,1548,3,Ohio,Adams
140,-10.947545556233633,-9.117543691739801,3113,4,Ohio,Adams
141,0.6363502075872214,2.991903673955242,1995,1,Ohio,Adams
142,-0.9999590277648258,-2.1169538739263833,1524,4,Ohio,Adams
143,1.8101886213526384,-1.7505298061295969,1832,5,Ohio,Adams
144,12.298868649183653,-3.130163178243503,3825,5,Ohio,Adams
145,3.6668769219424835,1.1074017708656876,1398,1,Ohio,Adams
146,-7.476933352664951,0.6349800756137771,1318,5,Ohio,Adams
147,4.702097728575118,5.445993964700168,1610,2,Ohio,Adams
148,-9.895444463069127,-1.7362889576569174,4022,4,Ohio,Adams
149,-4.769507628888254,-1.728244443844331,1815,4,Ohio,Adams
150,-2.4094496319477874,-2.4151807231671554,3550,3,Ohio,Adams
151,8.2800563298962,-0.5842755768578449,1571,5,Ohio,Adams
152,-6.468528932290639,-2.7959221175932973,3952,2,Ohio,Adams
153,-6.958631231954087,3.6210655388612363,4253,3,Ohio,Adams
154,-2.590715146552594,4.481600568920449,3565,3,Ohio,Adams
155,-5.980869718172644,-8.68954445130598,3602,2,Ohio,Adams
156,4.759815532639042,-6.155442874775568,1261,4,Ohio,Adams
157,-8.47958905018054,-5.075134133917435,3666,4,Ohio,Adams
158,-8.884811914466614,1.6464653233077011,1163,1,Ohio,Adams
159,-4.626920268466604,-4.568154123661065,3567,2,Ohio,Adams
160,-4.9881947041538295,1.2075575677051975,4108,5,Ohio,Adams
161,9.577192322901915,4.485319873003635,4387,5,Ohio,Adams
162,3.696524841554565,2.0835417572164667,3195,1,Ohio,Adams
163,-1.4746925516888547,-5.17927301535708,1098,4,Ohio,Adams
164,-9.352613112981008,-5.799617853095352,2359,2,Ohio,Adams
165,3.066177858409283,-11.672245394264277,4485,1,Ohio,Adams
166,-8.001292084337388,0.9600483001617048,4888,1,Ohio,Adams
167,-11.26862658066567,-6.020155901187572,3647,4,Ohio,Adams
168,5.128178754113811,-0.8304225407675475,4319,5,Ohio,Adams
169,-0.09834432845090224,-0.07684725334269116,1691,5,Ohio,Adams
170,3.5251529426849135,-6.2390976282411685,2373,2,Ohio,Adams
171,-0.08763408234187287,2.773570944620629,4930,5,Ohio,Adams
172,3.140983671416147,-5.1438666635076915,1839,3,Ohio,Adams
173,-5.906153559800881,-3.3766238439160383,2110,5,Ohio,Adams
174,-8.205457050706787,-5.729102833699646,4378,4,Ohio,Adams
175,2.089567109689762,-0.8038414168399753,3773,5,Ohio,Adams
176,-6.8204579850430465,-3.658574689239486,3789,3,Ohio,Adams
177,-6.137298666501203,8.080235169819208,3437,5,Ohio,Adams
178,-4.733195021104059,-3.5743762399675467,4613,5,Ohio,Adams
179,-1.8951250458496596,-0.25450471219803095,2436,4,Ohio,Adams
180,-4.123963467520904,-2.121259034482703,4414,5,Ohio,Adams
181,-10.249707760508112,2.546634407719859,3561,1,Ohio,Adams
182,-5.861710416997343,-0.9843639171263878,4197,1,Ohio,Adams
183,-15.34041891334656,-6.847085293441244,1452,4,Ohio,Adams
184,1.7513887061631248,-0.20449626988309189,4959,1,Ohio,Adams
185,-11.612345933640485,0.7598996753981724,3098,1,Ohio,Adams
186,-8.626300036570704,-6.116541223461008,3774,3,Ohio,Adams
187,-1.6870095244341536,-5.171174983392935,3756,2,Ohio,Adams
188,-6.43737797834788,-3.622428429118418,3926,2,Ohio,Adams
189,7.258087572440415,0.028616834002735736,4340,3,Ohio,Adams
190,-9.75714145834069,-2.427237090192179,2739,2,Ohio,Adams
191,-0.3976947839049023,-10.008987433832127,4111,1,Ohio,Adams
192,-2.2356969093649735,-4.0411020192307125,2246,4,Ohio,Adams
193,-9.008560986447185,3.540623728051556,3924,4,Ohio,Adams
194,1.139659963190522,1.5307244410660923,4095,2,Ohio,Adams
195,-3.0292779873334887,1.6154527439178406,4214,1,Ohio,Adams
196,2.630743307282004,-1.2242739920678232,2138,2,Ohio,Adams
197,2.941024923782389,7.691983679115822,4741,4,Ohio,Adams
198,10.979415695684139,-1.2749231077563605,4518,4,Ohio,Adams
199,6.019167696618352,-1.9252772005800813,3350,2,Ohio,Adams
200,-4.215091027654662,-2.889384724375147,1859,3,Ohio,Adams
201,-3.4362750654555585,-2.594751402286496,4003,2,Ohio,Adams
202,4.597957575322679,2.1291224383911382,4081,1,Ohio,Adams
203,1.931582384335587,-9.336000236982978,1606,4,Ohio,Adams
204,1.8407891565855525,-5.740872589384322,2095,5,Ohio,Adams
205,-11.701736265865007,4.603110581920724,1108,5,Ohio,Adams
206,-2.145956746393614,-4.103054142121967,4789,3,Ohio,Adams
207,-6.428185455234132,-5.510326456594579,1632,2,Ohio,Adams
208,-0.32045240574057043,-1.6689936489075206,3846,2,Ohio,Adams
209,-2.5889023378577476,-3.9931942443119874,1785,3,Ohio,Adams
210,3.4610734485555517,0.17148291703582008,3755,5,Ohio,Adams
211,-0.09669070885218778,-5.7853273394851605,3766,2,Ohio,Adams
212,2.717967772653857,4.996404722765313,2470,2,Ohio,Adams
213,-4.798514580415659,-6.24372082713868,2390,4,Ohio,Adams
214,-7.6666775355095025,-1.335786340179716,3392,5,Ohio,Adams
215,-4.460298159215291,-0.7767167355100504,1400,2,Ohio,Adams
216,-2.1021224831686434,-0.014432094544149288,2777,2,Ohio,Adams
217,0.27491041333049093,-1.2424262483443007,2183,1,Ohio,Adams
218,11.555853704145113,-1.0231173975587176,2536,2,Ohio,Adams
219,-2.253542909963856,-1.2800094629998533,1676,2,Ohio,Adams
220,-7.735670002956661,4.222734071878449,3297,4,Ohio,Adams
221,-4.075890654196319,-1.501595022447228,1677,3,Ohio,Adams
222,-4.7815758478765655,2.854212819872233,1646,3,Ohio,Adams
223,0.8888888426407728,-3.929059312523723,4955,5,Ohio,Adams
224,-11.24478208666775,-1.0096751651044662,3954,3,Ohio,Adams
225,-1.6204280347980098,-1.5206815443750652,1708,4,Ohio,Adams
226,-1.0609607722077465,3.0018840786496437,1381,2,Ohio,Adams
227,-0.6069137827983453,-3.3464075492744874,2757,1,Ohio,Adams
228,-5.583896413792177,-3.7668901460953568,4819,3,Ohio,Adams
229,-3.427530378416042,-1.624321657423478,2021,5,Ohio,Adams
230,-10.544365453895189,-1.0848135477382912,2585,2,Ohio,Adams
231,-4.959919300173164,-9.409402301922178,4180,5,Ohio,Adams
232,-5.257168856100306,-4.433923155697073,3775,5,Ohio,Adams
233,0.4963002775685528,3.440688131405068,2920,1,Ohio,Adams
234,-8.937094590931476,-2.018295096988142,2976,5,Ohio,Adams
235,2.6871886102599607,-1.9665029278977093,3396,2,Ohio,Adams
236,6.966907266948212,1.2809816593810157,3780,1,Ohio,Adams
237,-14.419910150081195,1.1621411680565057,2769,5,Ohio,Adams
238,0.5575523846686057,5.957101727514613,4338,1,Ohio,Adams
239,2.0614482101814735,1.524975210945915,4639,3,Ohio,Adams
240,-5.824622153313374,-2.761138394406179,4317,3,Ohio,Adams
241,-4.383630885972786,-0.779853633297443,1632,2,Ohio,Adams
242,-2.797283465521734,2.096417315455693,4074,1,Ohio,Adams
243,-3.78674527641037,2.8466755770752545,2692,1,Ohio,Adams
244,-3.8540778142827334,-4.610495431544571,2516,4,Ohio,Adams
245,-12.05602283797986,1.6791330119512655,4924,5,Ohio,Adams
246,4.91398938869872,6.06852632946065,2889,5,Ohio,Adams
247,4.477711552220926,-1.6936834496982525,1267,2,Ohio,Adams
248,-6.880185555225217,-0.9547589505513238,1785,1,Ohio,Adams
249,-10.798545966815084,-4.7018500505788925,1191,5,Ohio,Adams
250,1.1263892587165514,-5.247496064002165,4450,2,Ohio,Adams
251,-5.454727818878396,-0.9538620956673229,3995,1,Ohio,Adams
252,-1.148281020075322,2.1523694694270405,4403,4,Ohio,Adams
253,-3.915970502870571,-2.1949714932751085,3354,4,Ohio,Adams
254,2.1492325064211197,3.4226047056330433,3135,3,Ohio,Adams
255,2.1684948619360354,2.631210442505193,1210,1,Ohio,Adams
256,-6.353584270781505,-2.4645880610082918,4685,4,Ohio,Adams
257,-10.300183732370332,1.9203752835814654,2423,5,Ohio,Adams
258,-11.497630384010492,-1.5173634778076632,4496,3,Ohio,Adams
259,1.6622762746432311,-0.6282002558273692,1380,1,Ohio,Adams
260,-9.133155546704174,3.295434125052534,4205,4,Ohio,Adams
261,-5.0408981257921255,8.754735986143897,1612,5,Ohio,Adams
262,-5.577884230703049,-6.584861465604361,4554,3,Ohio,Adams
263,-2.3154037776172776,-2.321324877491177,3322,2,Ohio,Adams
264,-13.617678835079042,3.641040284265883,2085,1,Ohio,Adams
265,-0.8673284192370287,-1.9769643874678222,3742,1,Ohio,Adams
266,1.1433461430052336,-2.7174494523367687,2348,2,Ohio,Adams
267,-1.4694674777320316,5.670756716992155,4988,5,Ohio,Adams
268,-3.8653170301908304,-1.2433458897493388,1258,1,Ohio,Adams
269,-1.4155990023872995,2.149192279857936,1621,2,Ohio,Adams
270,0.3942780738407814,-2.237343602474035,3323,5,Ohio,Adams
271,-18.6355565385599,-7.234550516318945,1898,3,Ohio,Adams
272,9.735473849504165,-3.044405396015352,4436,1,Ohio,Adams
273,0.34055993612755886,1.7350641454689062,4313,5,Ohio,Adams
274,-5.914451494322121,-0.2280709162651987,4759,2,Ohio,Adams
275,-4.345720251125607,-4.191444396399343,4065,1,Ohio,Adams
276,0.9624506640951305,7.255486408822927,2374,2,Ohio,Adams
277,-2.6966236342061993,-0.528418462006693,1353,4,Ohio,Adams
278,-14.184106806688966,-4.98144006202053,1959,3,Ohio,Adams
279,10.386957168155917,4.1980496469452415,2929,2,Ohio,Adams
280,-2.6632439433948356,2.66641148838508,2547,4,Ohio,Adams
281,4.121036270294798,-3.239737173481434,4974,3,Ohio,Adams
282,-6.152299086706347,1.6166977138190943,2587,5,Ohio,Adams
283,7.218262325474786,2.162188534411239,1462,1,Ohio,Adams
284,-0.2819378666463226,0.849365258711759,1530,3,Ohio,Adams
285,1.6530630068527046,-0.48058244130883143,1325,5,Ohio,Adams
286,-8.271520196881728,-8.072311921929334,4932,3,Ohio,Adams
287,5.266871738096205,-2.293522426496824,2916,2,Ohio,Adams
288,2.1389089872087306,-1.2116581305858216,1444,2,Ohio,Adams
289,5.81107737738999,-3.33345134271576,4680,5,Ohio,Adams
290,-5.768525357849473,-2.4249838019413863,1879,1,Ohio,Adams
291,-4.886162710764726,1.8060285157596776,1002,4,Ohio,Adams
292,11.82350018610365,-2.9948115182904513,4820,3,Ohio,Adams
293,-8.360094936329283,-7.784687988281199,4877,3,Ohio,Adams
294,-2.8156982040699248,-3.5033139257118457,4747,3,Ohio,Adams
295,4.821348175616172,-3.1423348396186914,4139,2,Ohio,Adams
296,-1.4136501937108665,-1.6475653717057677,4018,3,Ohio,Adams
297,1.4977220785197618,-5.907041187145148,1091,2,Ohio,Adams
298,-4.396694175577251,-2.242552453232985,3909,2,Ohio,Adams
299,0.22033532708511228,-4.507441631438983,2603,2,Ohio,Adams
300,-9.839161110411899,2.1181887149173666,4135,2,Ohio,Adams
301,7.948784077709128,-1.7741553290317627,3397,5,Ohio,Adams
302,-2.7089842707714187,1.1902741794933158,4908,4,Ohio,Adams
303,-6.081069223981102,0.10724770177955634,4745,1,Ohio,Adams
304,1.998298492191486,-6.138282646873564,4449,4,Ohio,Adams
305,-4.76431872433132,-1.1694381235135436,1092,5,Ohio,Adams
306,-10.00555082841652,5.67953738385846,4911,1,Ohio,Adams
307,-10.080305034785333,-7.443401677481296,3281,2,Ohio,Adams
308,2.1626389161407946,2.7913870175004245,3219,2,Ohio,Adams
309,-2.9574406288776016,-0.6054145468482321,3059,5,Ohio,Adams
310,-2.802209358010635,-7.0426566993788144,4569,3,Ohio,Adams
311,4.466462835857577,1.2936647615989942,2203,3,Ohio,Adams
312,-8.760954852540461,3.0138175920463084,1779,1,Ohio,Adams
313,-6.384066517188949,-1.2439633256336289,4670,3,Ohio,Adams
314,-4.309278855087653,0.22866053862771585,4000,3,Ohio,Adams
315,-1.4338904640975558,6.289570045180809,2316,3,Ohio,Adams
